nombre,nombre_corto,rol,dialogo
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, yo sí quiero hacer un señalamiento en términos de transparencia porque lo suyo, lo suyo no es la transparencia. Me refiero realmente a los tres. La verdad es que yo no desprecio la transparencia, han sido mis bienes públicos, no soy como Ricardo Anaya que presenta una declaración incompleta, y como Andrés Manuel López Obrador que no dice nada sobre sus declaraciones, ni utilizo mi honestidad para tapar la corrupción de otros, como lo es Meade.La trasparencia debe ser un compromiso de todos los políticos en favor de México."
DENISE MAERKER,NA,Moderador,"Por favor, candidato."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Más recordarle a los cuatro, Nuevo León tiene hoy un fiscal autónomo y se decidió sin la intervención del gobernado, tenemos un fiscal anticorrupción autónomo que lo decidió el Congreso y yo no tengo ningún diputado en el Congreso, es una experiencia importante creo que valdría la pena que ustedes que son los dueños de los diputados, porque son los dueños, Andrés Manuel le ordena a sus diputados, Anaya a los de él, y Pepe Toño a los de él, y pueden sacarlo, hombre, es importante para que generemos confianza al país, y el país pueda vernos con otra óptica."
DENISE MAERKER,NA,Moderador,"Gracias, candidato. ¿Quiere la palabra?"
JOSÉ ANTONIO MEADE,Meade,Candidato,"No, solamente señalar respecto a lo que decía Andrés Manuel. Cosas graves pasa todos los días en su campaña, todos los días lo vemos hacer acuerdos con los violentos y ahí está la Coordinadora respecto a la cual se puso de acuerdo, incluso a la participar en actos políticos y generar violencia, todos los días se pone de acuerdo con los corruptos.Ahí está Elba Esther y Napoleón, y todos los días lo vemos vivir de un partido que no transparenta y que convirtió en un negocio familiar.Andrés, vas a volver a perder."
DENISE MAERKER,NA,Moderador,"Puede usar la palabra, candidato Andrés Manuel López Obrador, tiene posibilidades…"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No tiene sentido, me traen en la punta de la lengua, por algo será, siempre es Andrés Manuel y Andrés Manuel. A mí me pueden decir `Peje`, pero no soy lagarto, siempre he hecho de mi vida pública una línea recta, tengo tres principios que me guían: no mentir, no robar, no traicionar al pueblo, y así voy a continuar por el resto de mi vida hasta que…"
DENISE MAERKER,NA,Moderador,"Gracias candidato, vamos a pasar a la segunda sección de este segundo bloque de combate a la corrupción y a la impunidad, las reglas son las mismas que en el primer bloque en el sentido de que van a tener cada uno de ustedes una bolsa de tiempo de dos minutos y medio, cada intervención no debe ser superior a la de un minuto, y vamos a lanzar un tema para que entre ustedes lo puedan hablar. Se los planteo, un escándalo internacional se desató cuando ejecutivos de una empresa constructora brasileña de nombre Odebrecht confesaron que habían sobornado a ministros, incluso a presidentes en varios países de América Latina para tener contratos de obra pública. En todos los países mencionados se están siguiendo procesos penales en contra de los señalados, excepto en dos países: en Venezuela y en México. En nuestro país resulta prácticamente imposible llevar a la justicia y que se condene a quienes desde el poder cometieron actos de corrupción, y la pregunta que les hago, y los invitó a que la debatan, es: ¿qué proponen para terminar con esta clara impunidad? Empieza Andrés Manuel López Obrador."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Acabar con la corrupción y gobernar con el ejemplo, insisto, se puede acabar con la corrupción si hay la voluntad política del presidente, y se puede también acabar con la impunidad. En este caso, el de Odebrecht, no se aclaran las cosas porque están implicados los más altos funcionarios públicos del país, para ser precisos, el presidente. De los moches que entregaron, de los sobornos, 10 millones de dólares, la mitad de ese dinero se utilizó en la campaña de Enrique Peña Nieto. Los de Odebrecht también hicieron negocios en el gobierno de Felipe Calderón, entonces incluso llevaron a cabo una reunión de consejo…"
DENISE MAERKER,NA,Moderador,"Va a tener tiempo de continuar, se le acabó el primer minuto, pero tiene dos minutos y medio, el candidato me pide la palabra, Ricardo Anaya, adelante Ricardo Anaya."
RICARDO ANAYA,Anaya,Candidato,"Primero está muy simpático lo del amor y paz pero es muy delicado que un candidato presidencial no responda planteamientos concretos, planteamiento de que los que aprobaron el Fobaproa hoy son candidatos suyos, de Morena, que acusó a Poncho Romo de corrupto en una página de su libro y hoy anuncia que va a ser el jefe de su gabinete, que dice que gobernando con el ejemplo se resuelve el problema de la corrupción y no ha contestado por qué no pudo contagiar ni siquiera sus colaboradores más cercanos.Segundo, coincido, eso sí, en el diagnóstico con Andrés Manuel, hay muchísima corrupción, la solución es un fiscal autónomo, independiente, que pueda inclusive procesar al propio presidente, pero consulten el programa de nación de López Obrador, en la página 74 propone lo contrario, él designar al fiscal, así no se va a acabar la corrupción, tenemos que ir por un fiscal autónomo e independiente."
DENISE MAERKER,NA,Moderador,José Antonio Meade.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Yo creo que parte de la solución tiene que ver con estos elementos que hemos aquí . Parte de la solución tiene que ver con un ministerio público que sea autónomo, con un ministerio público que no sea de consigna, parte de la solución tiene que ver con transparencia, y la transparencia, aquí lo hemos planteado, y todo mundo ha rehuido al planteamiento. ¿Qué hemos planteado que hagan? Y es muy sencillo, que puedan contrastar lo que dijeron con lo que tienen. En el caso de Andrés Manuel dice no tener nada y en el registro público de la propiedad aparece en tres departamentos, en el caso de Ricardo dice vivir con poco y tiene una vida de magnate. Dice Andrés Manuel que a él le gusta usar la escoba, más bien parece que lo que le gusta usar es el recogedor, y a quien ha venido recogiendo son las peores expresiones de corrupción que han lastimado al país. De nuevo, se ve que en el ánimo de ganar esta dispuesto a aliarse con lo más corrupto de México."
DENISE MAERKER,NA,Moderador,"¿Quiere responder, quiere hacer un uso de la palabra el candidato? Entonces está Margarita Zavala."
MARGARITA ZAVALA,Zavala,Candidato,"Pero yo lo que haría es terminar desde luego con la impunidad y les diría: a mí tráiganme los 10 casos que más nos duelen, por ejemplo el de Odebrecht completito, completito, todo lo que sea de Odebrecht, por supuesto, de las estafas maestras, de OHL, de los socavones, de los moches y todas las implicaciones que han tenido, o también de los que más nos han indignado, como las mujeres embarazadas que las han matado para robarles a sus hijos, también aquellos abusos de poder como la de los mineros a un candidato que Andrés Manuel tiene como candidato al Senado de la República, que es Gómez Urrutia, tenemos que darle todo el presupuesto y toda la independencia a la fiscalía que sirva, realmente que sirva."
DENISE MAERKER,NA,Moderador,"A ver, nadie me ha pedido la palabra, les pregunto… ah, me las están pidiendo todos entonces, Andrés Manuel, adelante."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"En este caso aclarar que nosotros no nos oponemos a la fiscalía independiente, lo que no queremos es que siga la farsa de singular de que se va a combatir la corrupción y al contrario, se protege a los corruptos. Se cree, por ejemplo, el Instituto de la Transparencia, hablando del caso de Odebrecht, ¿saben ustedes que resolvieron en el Instituto de la Transparencia? Mantener en secreto la investigación de Odebrecht, entonces sí queremos un fiscal independiente, no nombrado por el presidente, por el Congreso, pero a propuesta, como lo establece la ley, del presidente, con la presentación de una terna de gente honorable, de inobjetable honestidad, porque lo más importante en este país es acabar, desterrar la corrupción."
DENISE MAERKER,NA,Moderador,Margarita Zavala.
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, una de las medidas que yo propondría y propongo es una cárcel especial en la que estén los del crimen organizado y los corruptos. Sí, los dos, que compartan celdas, que compartan cárcel porque nos han hecho mucho daño al país y seguramente pues algunos estarán interesados de reclutar ahí a sus candidatos. Pero tenemos que ponerle un fin a la impunidad."
DENISE MAERKER,NA,Moderador,"No ha participado, candidato Jaime Rodríguez Calderón."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Creo que si volvemos a ver cómo seguimos trabajando sobre el tema del Fiscal Autónomo Independiente, no puede ser propuesto por el Presidente, Andrés, tiene que ser los ciudadanos. Yo, en mi propuesta traigo que sea una comisión de ciudadanos quienes hagan la propuesta, como sucedió en Nuevo León, los ciudadanos de Nuevo León se organizaron, propusieron al Congreso, el Congreso lo propuso al Gobernador, el Gobernador regresa esas ternas, el Congreso decide. Pero otra pregunta, Andrés Manuel, y contéstalas, el mexicano quiere escucharte contestando las preguntas, ¿eres honesto, honesto, honesto, honesto?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Honesto, es lo que estimo más importante en mi vida. No soy corrupto."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,¿Cuatro veces honesto?
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Mil veces honesto.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Muy bien, ¿entonces por qué…"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Oye, Andrés Manuel, perdón, ¿y los tres departamentos?"
DENISE MAERKER,NA,Moderador,A ver.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Estoy en el uso de la palabra.
DENISE MAERKER,NA,Moderador,Le voy a dar la palabra.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"¿Entonces por qué toda la gente tuya que ha estado recaudando dinero para tu campaña siempre los defiendes? Eso no es honestidad. Honestidad es que tú aclares todo eso. Y no le respondes al mexicano, siempre evades las cosas y eso se llama marrullería, eso se llama no entrarle a los problemas. ¿Y estás diciendo que quieres resolver a México? No te confíes de las encuestas, eh, las encuestas no son, todavía hoy, la elección. Esa va a ser hasta el primero de julio."
DENISE MAERKER,NA,Moderador,"Obviamente, tengo registrado…va después…le voy a dar la palabra a Andrés Manuel López Obrador y se la doy después…adelante."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Si fuese yo corrupto ya me hubiesen destruido los de la mafia del poder, que son los jefes de los candidatos, los verdaderos jefes, jefes de jefes, con excepción de ya saben quién. Entonces, sí soy honesto. Por eso también, porque el pueblo no es tonto, tonto es el que piensa que el pueblo es tonto. Estoy arriba en las encuestas y por eso siempre hemos ganado aquí en la Ciudad de México, donde goberné."
DENISE MAERKER,NA,Moderador,"Ricardo Anaya, por favor."
RICARDO ANAYA,Anaya,Candidato,"Otra vez, puras evasivas. Revisen ustedes que nos están viendo, el plan de nación de López Obrador es público. En la página 74 él propone designar directamente al Fiscal, cree que a cada público le puede decir lo que quiere oír, otra vez engañando."
DENISE MAERKER,NA,Moderador,José Antonio Meade.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Primero, para poder decir que uno es honesto, hay que acreditarlo, no solamente basta la palabra. Y aquí no es muy difícil, Andrés Manuel, buscas en el Registro Público de la Ciudad si tienes o no bienes. Te aparecen tres departamentos, buscas tu `3 de 3` y no aparece. Has manejado Morena como partido familiar, 3 mil millones de pesos. Ahí cobran tus hijos y parte de tus hermanos, eso tampoco es honesto, eso se llama nepotismo. Son recursos públicos con los que se alimenta a tu partido. Y no solamente es un tema de la Fiscalía autónoma, hay que trabajar justamente en la congruencia patrimonial, hay que trabajar en hacer más fácil recuperar lo robado, hay que trabajar para que el gobierno transparente cada uno de sus contratos y le podamos dar seguimiento. Esto es, la agenda de corrupción es bastante más integral, pero arranca lisa y llanamente por estar dispuesto a comprobar que uno efectivamente es honesto."
DENISE MAERKER,NA,Moderador,Gracias.Rodríguez Calderón.Candidato.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Nada más, en el sentido práctico y para que veas que no todos estamos contra ti, Andrés, Meade, tú fuiste secretario de Hacienda, y recuerda que yo te platicaba siendo Gobernador, y te comentaba que no se puede salvar el Gobierno incendiando el país. Ahorita estamos hablando de corrupción y tu viniste en ese tiempo aportaciones que se dieron a los gobernantes que hoy están juzgándose y te pregunto si tú fuiste o tuviste algo que ver en esa triangulación de dinero en serio y que hoy está siendo juzgada, por también necesitas aclararlo."
DENISE MAERKER,NA,Moderador,José Antonio Meade.
JOSÉ ANTONIO MEADE,Meade,Candidato,"Sí, Bronco, yo tuve que ver en qué se metieran a la cárcel, Duarte, Padrés y Borge, hoy están en la cárcel con cargo al trabajo que se hizo en la Secretaría de Hacienda."
DENISE MAERKER,NA,Moderador,"A ver, eso no es cierto. Si están en la cárcel los gobernadores es porque hubo transición en esos estados, porque les ganamos las elecciones, porque donde el PRI repite, siempre protege al corrupto, y si no, volteen a ver Coahuila. Como ganaron la elección, no solamente protegieron a los Moreira, sino que a uno de ellos inclusive lo hicieron plurinominal."
DENISE MAERKER,NA,Moderador,"La respuestacon Margarita, para respuestas, José Antonio Meade."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Si quieren les aclaro qué fue lo que pasó en el caso de Borge. Compró y vendió terrenos que eran del gobierno, tuvo una empresa fantasma, lavó dinero, puso prestanombres, y el flujo de llevó de vuelta, eso es lo que se le imputa, ¿saben a qué más se le imputa exactamente lo mismo? Nada más que él está preso y el otro está acá con mucha falta de pudor."
DENISE MAERKER,NA,Moderador,"Ricardo Anaya porque fue directamente aludido, y voy después con Margarita, adelante."
RICARDO ANAYA,Anaya,Candidato,"Tú sabes que no existe ninguna acusación en mi contra, aquí está la sentencia de Tribunal que acredita que ustedes utilizaron de manera ilegal y facciosa a la PGR para dañar mi imagen. Yo ya contesté, ahora te pido que tú contestes sin rodeos, con claridad, tu jefe, Enrique Peña Nieto, ¿ha gobernado con honestidad sí o no, José Antonio?"
JOSÉ ANTONIO MEADE,Meade,Candidato,"Déjame contestar primero a su primera parte de la aseveración, la autoridad no fue la que lo mandó a vivir a Atlanta, la autoridad…"
DENISE MAERKER,NA,Moderador,"Se terminó el tiempo, perdón, lo lamento, se terminó el tiempo de parte Margarita Zavala, por favor."
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, pues eso es lo que pasa en la política en México, el dinero público ha sometido, ha sometido a la política y por eso están metidos en estos problemas. Porque bueno, la verdad, José Antonio, tú claro que podemos reconocer la honestidad, pero tus tres de tres, tu 7 de siete, tú 25 de 25 no puede sostener un partido político que ha promovido tanto la corrupción.Y Ricardo, realmente hay muchas cosas que se tienen sin duda que aclarar, hasta por la información incompleta.Yo quiero decirles que yo pienso en ti, enfermera, en ti, doctor, que no tienes para operar un niño en urgencias porque no hay casas y no hay guantes, o en ti, trabajador, que el líder sindical te roba tu dinero, en ti, empresario, que está harto de darle dinero, dinero a la autoridad para la corrupción, y lo que tenemos que hacer es un gobierno honesto, que no te dé vergüenza y que te permita vivir, vivir honestamente, una honestidad en vida pública y en vida diaria que nos devuelva el orgullo, el orgullo a todos los mexicanos.Y si les gustara tanto la corrupción, este Sistema Nacional Anticorrupción…"
DENISE MAERKER,NA,Moderador,"Margarita, si me permites, el tiempo, pero va a haber más tiempo para que sigan.Ricardo Anaya."
RICARDO ANAYA,Anaya,Candidato,"Sí, yo le quiero dejar de tarea una siete de siete a Meade, primero Odebrecht, dos el socavón, tres, la Estafa Maestra, cuatro César Duarte, cinco Javier Duarte, seis Roberto Borge, y miren, aquí está con su amigo, el ex gobernador César Duarte, por cierto, hoy prófugo de la acción de la justicia, esta es la siete de siete, la pregunta es: ¿de qué tamaño fue la rebanada del pastel que te tocó?"
DENISE MAERKER,NA,Moderador,"Gracias, candidato, tienen tiempo, Margarita Zavala."
MARGARITA ZAVALA,Zavala,Candidato,"Sí, yo llevo toda mi vida en la política y ustedes me conocen, a mí el poder no me cambio, yo continúo viviendo en la casa de siempre, por eso estoy convencida de que nosotros no somos un pueblo de corruptos, al contrario, somos un pueblo de gente honesta que merece un gobierno honesto.Muchísimas gracias."
DENISE MAERKER,NA,Moderador,"Gracias, Jaime Rodríguez Calderón."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Mi mamá no sabe leer, no sabe escribir, pero tiene un hijo gobernador, y no recibió nunca un programa de gobierno, enseñó que no podía tomar lo que no es mío, y que tengo que actuar en este sentido en beneficio de todos los mexicanos para quitarles este cáncer de aquí para allá que está invadiendo a México, que tienen hoy una condición de venir a ofrecer lo que no van a cumplir.Lo han hecho siempre, siempre han tenido la oportunidad y todos ellos han hecho o están metidos en el ajo, y nosotros, de manera independiente, lo que queremos decirle al mexicano es que vamos a buscar que la impunidad se termine, que la impunidad sea para que todos los mexicanos tengan confianza en los gobiernos."
DENISE MAERKER,NA,Moderador,"Gracias, gracias, candidato. De quedan dos segundos, pero no da tiempo para nada, así es que le doy la palabra a Azucena, Azucena, vamos a pasar al tercer bloque."
AZUCENA URESTI,NA,Moderador,"Gracias, efectivamente en este momento iniciamos el bloque tres `Democracia, pluralismo y grupos vulnerables`. La misma dinámica de los bloques anteriores, una pregunta general para todos los candidatos y después preguntas en particular.La ciudadanía por muchas razones está desencantada de la democracia, así lo indican los resultados `Latinobarómetro` que revela que sólo el 56% de los mexicanos cree que la democracia es el mejor sistema de Gobierno. En el 2016 eran 71%, es decir caímos 15 puntos en un año, en una buena parte esta sección vienen porque sus campañas, muchas, los ciudadanos les creen y cuando son gobiernos simplemente no cumplen, es momento de rendir cuentas.Para todos, iniciando con Margarita Zavala ¿Cuál es el mecanismo que usted propone para dar seguimiento a sus promesas de campaña y caso de que no las cumpla se le fingen responsabilidades o alguna sanción si nos miente a los ciudadanos?"
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, desde luego yo quiero decirles que mi gobierno analizará quedar atrás y por eso necesitamos la participación de todos, particularmente su cena lo que tú me dices que podemos utilizar… Ayudarnos de la sociedad civil para que haya un observatorio ciudadano, que me revisen claro cada promesa, ninguno de mis promesas no tienen sustento porque no estoy mintiendo a los ciudadanos, no les estoy diciendo que les regalo el dinero como lo hace el candidato del PRD Ricardo Anaya a través de una renta básica universal; ni les digo que le regaló dinero a los jóvenes, como lo hace Andrés Manuel, dándoles a los ninis tres mil pesos.Yo lo que quiero es generar las condiciones para que los jóvenes puedan emprender y ganar tres mil o 30 mil o 300 mil o lo que su talento y esfuerzo les dé, y quiero también referirme a las mujeres, perdón…"
AZUCENA URESTI,NA,Moderador,"Adelante, te quedan cinco segundos."
MARGARITA ZAVALA,Zavala,Candidato,"Yo quiero referirme a las mujeres, porque sé lo que significa abrirse paso todos los días."
AZUCENA URESTI,NA,Moderador,"Hablaba de un observatorio ciudadano, con qué sanciones, qué están dispuestos a pagar el día que les demostremos como nos ha pasado muchas veces que no cumplen sus promesas."
MARGARITA ZAVALA,Zavala,Candidato,"Desde luego la rendición de cuentas es parte fundamental y yo no me voy a ir con la idea de que va haber un referndum, la verdad es que para eso están las elecciones, para eso está la democracia y por supuesto rendiré cuentas con transparencia y con verdad y también explicaré en el caso de que no lo llegara hacer pero todas, todas mis propuestas que he metido todas tienen sustento."
AZUCENA URESTI,NA,Moderador,Déjeme preguntarle Margarita Zavala para que no se interprete su elección como una reelección de Felipe Calderón denos un ejemplo de qué haría claramente distinto al Gobierno del presidente Calderón.
MARGARITA ZAVALA,Zavala,Candidato,"Bueno, desde luego, de entrada porque tengo mi propia identidad, porque yo sé lo que es que te traten de quitar el nombre o te intenten quitar el nombre y lo digo por las mujeres, yo tengo mi propia identidad, mi manera de ser, mi manera de ver la política, y por supuesto que estoy orgullosa de mi familia, pero una y otra vez he demostrado mi propia identidad.Es más, yo no estaría aquí si no me hubieran invitado miles de hombres y mujeres valientes que decidieron acompañarme y he demostrado una y otra vez que sin partido, sin spots, sin dinero estoy haciendo una campaña congruente y con convicción, nada más mi vida vale que soy diferente y claro que no va haber reelección, de las decisiones de Gobierno la responsable soy yo y por supuesto mucho he aprendido al lado de Felipe."
AZUCENA URESTI,NA,Moderador,"Margarita Zavala usted ha dicho que cree en el matrimonio formado por hombre y mujer, déjeme preguntarle, si su hijo fuera homosexual le impediría contraer matrimonio con una persona del mismo sexo."
MARGARITA ZAVALA,Zavala,Candidato,"Mis hijos como cualquier persona tiene toda la libertad de realizar su vida con quien quiera, por supuesto yo pienso que el matrimonio es entre hombre y mujer, pero voy a respetar la decisión de todos y por supuesto…"
AZUCENA URESTI,NA,Moderador,"Gracias candidata. José Antonio Meade, pregunta general, cuál es el mecanismo concreto que usted propone para dar seguimiento puntual a sus promesas de campaña y en caso de no cumplir que se finquen responsabilidades y sanciones concretas si les miente a los ciudadanos."
JOSÉ ANTONIO MEADE,Meade,Candidato,"Las propuestas que estamos haciendo hoy y por eso es tan importante que se escuche y se compare, se convierten en programas de Gobierno, el programa de Gobierno se refleja en un plan nacional de desarrollo, y el plan nacional de desarrollo tiene que ser aprobado por el Congreso, eso implica corresponsabilidad entre el Ejecutivo y el Legislativo y eso implica la obligación de fondear el plan Nacional de Desarrollo para que el Programa de Gobierno se pueda cumplir.Igual que se ha venido señalando antes, cada una de las propuestas que estamos haciendo tiene soporte, soporte financiero y viabilidad y lo que estamos planteando es un México en donde todas las escuelas, guarderías y preescolar sean de tiempo completo y con alimentación.Estamos planteando que los hospitales estén al 100% en medicinas el 100% del tiempo, estamos planteando un México en donde no nazca un niño en pobreza extrema, y estamos planteando Instituto Mexicano del Seguro Social para las trabajadoras del hogar."
AZUCENA URESTI,NA,Moderador,"Déjeme insistir candidato, la candidata Margarita Zavala estaba mencionando un Observatorio Ciudadano, una fiscalización ciudadana, un mecanismo y una sanción."
JOSÉ ANTONIO MEADE,Meade,Candidato,"El mecanismo tiene que ser el Congreso, el mecanismo tiene que ser el Congreso porque es ahí donde se aprueba el presupuesto, el Congreso revisa, el Congreso aprueba el Plan Nacional de Desarrollo así se asume con responsabilidad y cada quien en lo suyo va rindiendo cuentas al ciudadano, el Congreso lo que le toca, el Ejecutivo en lo que le toca, el Ejecutivo tendría que rendir cuentas de cada una de sus promesas y la principal consecuencia y la más importante es la elección, la elección de medio periodo implica para un Ejecutivo la posibilidad de valorar frente al ciudadano si le cumplió y si le cumplió se ve compensado en las urnas y si el que falló fue el Congreso ahí se ve reflejado también."
AZUCENA URESTI,NA,Moderador,"Déjeme preguntarle candidato, usted hoy representa aquí al partido que más rechazo genera entre los ciudadanos, el partido de un Presidente con solo el 20% de aprobación, 22 de los gobernadores investigados por desvío de recursos son priístas, cómo llegar con esa marca a la Presidencia de la República."
JOSÉ ANTONIO MEADE,Meade,Candidato,"El PRI por primera vez en su historia escogió un ciudadano, escogió un ciudadano honesto, preparado, capaz y con experiencia, un ciudadano además que fue nominado por el Partido Verde y por Nueva Alianza, un ciudadano que puede ver a la cara a quienes nos está escuchando y decir con toda claridad que no tiene más compromiso que con México, que va a gobernar para ti, para nadie más."
AZUCENA URESTI,NA,Moderador,"Candidato, hace unas horas se adhirió a usted un personaje, Armando Ríos Píter que está señalado de haber cometido irregularidades en la recolección de firmas, no es una incongruencia."
JOSÉ ANTONIO MEADE,Meade,Candidato,"No, yo conozco a Armando Ríos Píter desde hace muchos años, me parece que es un político talentoso y con una gran emotividad, me parece también que es un tema interesante revisar, semana tras semana se le fue avisando a cada candidato independiente, aquí está El Bronco, cómo iba en su recaudación, se quedan sin espacio de audiencia, y en esta candidatura que voy a ganar se trata de sumar y mientras más sume mejor."
AZUCENA URESTI,NA,Moderador,Gracias candidato.
DENISE MAERKER,NA,Moderador,"Esta es la misma pregunta, la pregunta general para el candidato Jaime Rodríguez Calderón, le recuerdo la pregunta candidato, cuál es el mecanismo que usted propone para dar seguimiento puntual de sus promesas y en caso de no cumplirlas que se le finquen responsabilidades de algún tipo de sanción."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Primero están en nuestra plataforma general que inscribimos en el Instituto Nacional Electoral, y en este momento yo no estoy haciendo ninguna propuesta de campaña, yo estoy consultando a los ciudadanos, estoy haciendo una consulta ciudadana por eso puse aquí mi teléfono, para que  Whats App aquí está mi número porque no me dieron spots en el INE, muy poquitos, pero aquí está mi número para que me digan qué hacer y que sea un compromiso de ambos ciudadano-presidente.A partir del análisis de esta primera etapa, nosotros recibiremos toda la información que los ciudadanos nos quieran dar y hay un grupo de gente experta, no políticos, gente experta en materias expertas que irán haciendo un análisis completo para que a partir del tercer mes de la campaña nosotros hagamos un compromiso específico puntual y si no cumplimos obviamente renunciaré a la Presidencia."
DENISE MAERKER,NA,Moderador,"Pero algo de lo que planteaba Azucena en la pregunta general era este desencanto de la democracia muy notorio y sobre todo muy grave desde el año 2000 cuando fue la alternancia hasta la fecha, un desprestigio de muchas de las instituciones, le voy a poner un ejemplo, ustedes llaman travesuras a lo que cometieron sus auxiliares cuando mandaron fotocopias que tenían el apoyo de algún ciudadano, el INE las mostró, credenciales alteradas, duplicadas, para conseguir el número de apoyos que requería para estar en la boleta.Llamar a eso travesuras, desde luego no era un delito pero, para eso travesuras no es parte de esta cultura desprestigia el comportamiento ético en la política, que hace que la gente se les encante justamente de la democracia."
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Dije travesuras nada más que los medios de comunicación nunca ponen todo lo que digo dije travesuras porque a lo mejor Andrés Manuel o Ricardo o Pépe Meade o Margarita mandaron traviesos a poner eso, o los partidos…"
DENISE MAERKER,NA,Moderador,"Noto que en sí mismo, no veo una…"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"No porque lo hemos hecho nosotros, el INE no me ha demostrado que nosotros hubiéramos enviado. Tu tienes una tarjeta de crédito ¿qué te da cuando vas a pagar una cuenta? Te dan un voucher ¿no?Nosotros no tenemos el aviso del INE de que nosotros enviamos eso, entonces esa fue la controversia y por esa razón el tribunal no tiene razón."
DENISE MAERKER,NA,Moderador,"Entonces usted considera que quienes presentaron apoyos simulados, quienes falsificaron las tarjetas ¿son actividades inaceptables?"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Inaceptables obviamente, que no son ni debieron de haber sido porque el INE se equivocó a partir de que nos dé una aplicación que no sirvió, cómo puede esa aplicación que exclusivamente para tomar fotografía… Y eso lo sabe Margarita, Ríos Peter, que llevamos todo ese proceso, y los tres nos inconformamos en ese sentido…"
DENISE MAERKER,NA,Moderador,"Sobre el tema este de `grupos vulnerables` que forma parte también de este bloque, hay una polémica que se desató a nivel de Nuevo León pero también llegó a la Comisión nacional de derechos humanos y fue cuando le preguntaron que qué haría con el delicado problema de las madres o de las mujeres, niñas que se están embarazando cada vez a más temprano edad, usted le dijo `yo le voy a sugerir a los padres que le digan a las niñas, mira si haces eso, te vas a poner así y a las gordas, a las niñas gordas nadie las quiere` cuando le… adelante…"
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Creo que no conoces el norte, en el norte nosotros decimos a una mujer embarazada gorda, es nuestro léxico. Pedí disculpas por la comisión que me dieron, la recomendación que me hizo la Comisión de Derechos Humanos, pedí disculpas respecto a eso, no fue mi intención ofender a nadie, no lo haré nunca…"
DENISE MAERKER,NA,Moderador,Sobre el tema de matrimonios entre personas del mismo sexo dijo `es una sosada` ¿Qué significa una sosada? ¿Está en contra?
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Dije que creo en el matrimonio, tan creo que me casó tres veces y cada quien se casa con quien quiere, así lo dije, punto."
DENISE MAERKER,NA,Moderador,Le agradezco. Margarita Zavala.
MARGARITA ZAVALA,Zavala,Candidato,"Bueno yo nada más quería señalar es la democracia también tienen que ver con la igualdad de condiciones y aquí el candidato Jaime Rodríguez `El Bronco` señaló una parte muy importante, es la enorme inequidad en la que se ha vivido en el proceso de candidatos independientes.Yo no tengo spots, renunciamos al dinero público y yo espero que ellos renuncien por lo menos al dinero público o devuelva lo que prometieron."
DENISE MAERKER,NA,Moderador,¿Alguien quiere hacer una réplica? Adelante.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Yo tengo aquí mi cheque y un documento en donde yo estoy regresando al igual que Margarita, nuestro dinero. Y me gustaría Andrés Manuel, si eres honesto, honesto… honesto, honesto honesto… Si te atreves a firmarlo y regreses el dinero de la  pública, igual Anaya, igual Meade y creo que eso nos pondría en iguales de condiciones ¿no?"
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Pásaselo
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien, pues adelante."
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Yo no.
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,¿Tú no?
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,No.
